,,2014,2014,SplitHeatPump    ,13,11.3,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,1,;,SplitHeatPump - Split heat pump system                              ,,,,,
,,2014,2014,PkgHeatPump      ,13,Warning2,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,0,;,PkgHeatPump - Central single-packaged heat pump system (< 65 kBtuh) ,,,,,
,,2014,2014,LrgPkgHeatPump   ,Warning1,0,Warning3,Warning4,0,1,1,1,0,SplitHeatPump    ,0,0,;,LrgPkgHeatPump - Large packaged heat pump system (>= 65 kBtuh)      ,,,,,
;,,2014,2014,GasCooling       ,Warning1,Warning2,0,0,0,1,0,1,0,N/A,0,0,;,GasCooling - Gas absorption cooling                                 ,,SAC 4/20/14 - removed from selectable options,,,
,,2014,2014,SDHVSplitHeatPump,13,11.3,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,1,;,"SDHVSplitHeatPump - Small duct, high velocity, central split heat pump                              ",,,,,
,,2014,2014,DuctlessMiniSplitHeatPump,13,11.3,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,1,;,DuctlessMiniSplitHeatPump – Ductless mini-split heat pump system,,DR 8/29/16 - revised,,,
,,2014,2014,DuctlessMultiSplitHeatPump,13,11.3,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,1,;,DuctlessMultiSplitHeatPump - Ductless multi-split heat pump system,,DR 8/29/16 - added,,,
,,2014,2014,DuctlessVRFHeatPump,13,11.3,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,1,1,;,DuctlessVRFHeatPump - Ductless variable refrigerant flow (VRF) heat pump system,,DR 8/29/16 - added,,,
,,2014,2014,RoomHeatPump     ,12,10,Warning3,Warning4,1,0,1,0,1,SplitHeatPump    ,1,1,;,RoomHeatPump - Room (non-central) heat pump system                  ,,,,,
,,2014,2014,AirToWaterHeatPump,Warning1,11.3,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,0,1,;,AirToWaterHeatPump - Air to water heat pump (able to heat DHW),,,,,
,,2014,2014,GroundSourceHeatPump,Warning1,11.3,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,0,1,;,GroundSourceHeatPump - Ground source heat pump (able to heat DHW),,,,,
,,2014,2014,EvapDirect       ,0,Warning2,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,;,EvapDirect - Direct evaporative cooling system                      ,,,,,
,,2014,2014,EvapIndirDirect  ,Warning1,13,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,1,;,EvapIndirDirect - Indirect-direct evaporative cooling system        ,,,,,Special modelling
,,2014,2014,EvapIndirect     ,Warning1,13,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,1,;,EvapIndirect - Indirect evaporative cooling system                  ,,,,,Special modelling
,,2014,2014,EvapCondenser    ,16,14,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,0,1,;,EvapCondenser - Evaporatively-cooled condenser for split AC systems,,MJB 7/28/14 - added option,,,
;,,2014,2014,Evap/CC          ,Warning1,0,Warning3,Warning4,0,1,0,1,0,N/A,0,0,;,Evap/CC - Evaporatively-cooled condensers                           ,,SAC 4/20/14 - removed from selectable options,,,
;,,2014,2014,IceSAC           ,0,0,Warning3,Warning4,0,1,0,1,0,N/A,0,0,;,IceSAC - Ice storage air conditioning system                        ,,SAC 4/20/14 - removed from selectable options,,,
; 2016 Title 24,,,,,,,,,,,,,,,,,,,,,,,
,,2016,2017,NoCooling        ,Warning1,Warning2,Warning3,Warning4,1,-1,0,0,0,SplitAirCond     ,0,0,;,NoCooling - No cooling equipment                                    ,,,,,
,,2016,2017,SplitAirCond     ,14,11.7,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,1,;,SplitAirCond - Split air conditioning system                        ,,,,,
,,2016,2017,PkgAirCond       ,14,11,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,1,;,PkgAirCond - Central packaged A/C system (< 65 kBtuh)               ,,,,,
,,2016,2017,LrgPkgAirCond    ,13,0,Warning3,Warning4,0,1,0,1,0,SplitAirCond     ,1,0,;,LrgPkgAirCond - Large packaged A/C system (>= 65 kBtuh)             ,,,,,
,,2016,2017,SDHVSplitAirCond,12,10,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,1,;,"SDHVSplitAirCond - Small duct, high velocity, split A/C system                        ",,,,,
,,2016,2017,DuctlessMiniSplitAirCond,14,11.7,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,1,;,DuctlessMiniSplitAirCond – Ductless mini-split A/C system,,,,,
,,2016,2017,DuctlessMultiSplitAirCond,13,11.3,Warning3,Warning4,1,0,0,1,1,SplitAirCond     ,1,1,;,DuctlessMultiSplitAirCond - Ductless multi-split A/C system,,,,,
,,2016,2017,DuctlessVRFAirCond,13,11.3,Warning3,Warning4,1,-1,0,1,1,SplitAirCond     ,1,1,;,DuctlessVRFAirCond - Ductless variable refrigerant flow (VRF) A/C system,,,,,
,,2016,2017,RoomAirCond      ,Warning1,8.5,Warning3,Warning4,1,0,0,0,1,SplitAirCond     ,0,1,;,RoomAirCond - Non-central room A/C system                           ,,,,,
,,2016,2017,SplitHeatPump    ,14,11.7,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,1,;,SplitHeatPump - Split heat pump system                              ,,,,,
,,2016,2017,PkgHeatPump      ,14,11.7,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,1,;,PkgHeatPump - Central single-packaged heat pump system (< 65 kBtuh) ,,,,,
,,2016,2017,LrgPkgHeatPump   ,Warning1,0,Warning3,Warning4,0,1,1,1,0,SplitHeatPump    ,0,0,;,LrgPkgHeatPump - Large packaged heat pump system (>= 65 kBtuh)      ,,,,,
;,,2016,2017,GasCooling       ,Warning1,Warning2,0,0,0,1,0,1,0,N/A,0,0,;,GasCooling - Gas absorption cooling                                 ,,,,,
,,2016,2017,SDHVSplitHeatPump,12,10,Warning3,Warning4,1,1,1,1,0,SplitHeatPump    ,1,1,;,"SDHVSplitHeatPump - Small duct, high velocity, central split heat pump                              ",,,,,
,,2016,2017,DuctlessMiniSplitHeatPump,14,11.7,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,1,;,DuctlessMiniSplitHeatPump – Ductless mini-split heat pump system,,,,,
,,2016,2017,DuctlessMultiSplitHeatPump,13,11.3,Warning3,Warning4,1,0,1,1,1,SplitHeatPump    ,1,1,;,DuctlessMultiSplitHeatPump - Ductless multi-split heat pump system,,,,,
,,2016,2017,DuctlessVRFHeatPump,13,11.3,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,1,1,;,DuctlessVRFHeatPump - Ductless variable refrigerant flow (VRF) heat pump system,,,,,
,,2016,2017,RoomHeatPump     ,12,10,Warning3,Warning4,1,0,1,0,1,SplitHeatPump    ,1,1,;,RoomHeatPump - Room (non-central) heat pump system                  ,,,,,
,,2016,2017,AirToWaterHeatPump,14,11.7,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,1,1,;,AirToWaterHeatPump - Air to water heat pump (able to heat DHW),,,,,
,,2016,2017,GroundSourceHeatPump,14,11.7,Warning3,Warning4,1,-1,1,1,1,SplitHeatPump    ,1,1,;,GroundSourceHeatPump - Ground source heat pump (able to heat DHW),,,,,
,,2016,2017,EvapDirect       ,0,Warning2,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,0,;,EvapDirect - Direct evaporative cooling system                      ,,,,,
,,2016,2017,EvapIndirDirect  ,Warning1,13,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,1,;,EvapIndirDirect - Indirect-direct evaporative cooling system        ,,,,,
,,2016,2017,EvapIndirect     ,Warning1,13,Warning3,Warning4,0,1,0,0,0,SplitAirCond     ,0,1,;,EvapIndirect - Indirect evaporative cooling system                  ,,,,,
,,2016,2017,EvapCondenser    ,16,14,Warning3,Warning4,1,1,0,1,0,SplitAirCond     ,1,1,;,EvapCondenser - Evaporatively-cooled condenser for split AC systems,,,,,
;,,2016,2017,Evap/CC          ,Warning1,0,Warning3,Warning4,0,1,0,1,0,N/A,0,0,;,Evap/CC - Evaporatively-cooled condensers                           ,,,,,
;,,2016,2017,IceSAC           ,0,0,Warning3,Warning4,0,1,0,1,0,N/A,0,0,;,IceSAC - Ice storage air conditioning system                        ,,,,,
,,,Warning1,SEER is not a supported performance characteristic for this system type,,,,,,,,,,,,,,,,,,,
,,,Warning2,EER is not a supported performance characteristic for this system type,,,,,,,,,,,,,,,,,,,
,,,Warning3,COP95 is not a supported performance characteristic for this system type,,,,,,,,,,,,,,,,,,,
,,,Warning4,PPC is not a supported performance characteristic for this system type,,,,,,,,,,,,,,,,,,,
,ENDTABLE,,,,,,,,,,,,,,,,,,,,,,
